ts,arm,bulk_running,claim_loop_tick_proxy
2026-09-09T08:10:11Z,loaded,8,
2026-09-09T08:10:12Z,loaded,7,
2026-09-09T08:10:13Z,loaded,8,
2026-09-09T08:10:14Z,loaded,8,
2026-09-09T08:10:15Z,loaded,8,
2026-09-09T08:10:16Z,loaded,8,
2026-09-09T08:10:17Z,loaded,8,
2026-09-09T08:10:18Z,loaded,8,
2026-09-09T08:10:20Z,loaded,8,
2026-09-09T08:10:21Z,loaded,8,
2026-09-09T08:10:22Z,loaded,8,
2026-09-09T08:10:23Z,loaded,6,
2026-09-09T08:10:24Z,loaded,8,
2026-09-09T08:10:25Z,loaded,8,
2026-09-09T08:10:26Z,loaded,7,
2026-09-09T08:10:27Z,loaded,8,
2026-09-09T08:10:28Z,loaded,8,
2026-09-09T08:10:30Z,loaded,7,
2026-09-09T08:10:31Z,loaded,8,
2026-09-09T08:10:32Z,loaded,8,
2026-09-09T08:10:33Z,loaded,8,
2026-09-09T08:10:34Z,loaded,7,
2026-09-09T08:10:35Z,loaded,8,
2026-09-09T08:10:36Z,loaded,8,
2026-09-09T08:10:37Z,loaded,8,
2026-09-09T08:10:38Z,loaded,7,
2026-09-09T08:10:40Z,loaded,8,
2026-09-09T08:10:41Z,loaded,8,
2026-09-09T08:10:42Z,loaded,7,
2026-09-09T08:10:43Z,loaded,8,
2026-09-09T08:10:44Z,loaded,7,
2026-09-09T08:10:45Z,loaded,7,
2026-09-09T08:10:46Z,loaded,8,
2026-09-09T08:10:47Z,loaded,5,
2026-09-09T08:10:49Z,loaded,8,
2026-09-09T08:10:50Z,loaded,8,
2026-09-09T08:10:51Z,loaded,8,
2026-09-09T08:10:52Z,loaded,8,
2026-09-09T08:10:53Z,loaded,7,
2026-09-09T08:10:54Z,loaded,8,
2026-09-09T08:10:55Z,loaded,7,
2026-09-09T08:10:56Z,loaded,8,
2026-09-09T08:10:57Z,loaded,8,
2026-09-09T08:10:59Z,loaded,7,
2026-09-09T08:11:00Z,loaded,7,
2026-09-09T08:11:01Z,loaded,8,
2026-09-09T08:11:02Z,loaded,8,
2026-09-09T08:11:03Z,loaded,8,
2026-09-09T08:11:04Z,loaded,8,
2026-09-09T08:11:05Z,loaded,7,
2026-09-09T08:11:06Z,loaded,7,
2026-09-09T08:11:07Z,loaded,8,
2026-09-09T08:11:09Z,loaded,8,
2026-09-09T08:11:10Z,loaded,8,
2026-09-09T08:11:11Z,loaded,7,
2026-09-09T08:11:12Z,loaded,5,
2026-09-09T08:11:13Z,loaded,8,
2026-09-09T08:11:14Z,loaded,8,
2026-09-09T08:11:15Z,loaded,8,
2026-09-09T08:11:16Z,loaded,8,
2026-09-09T08:11:18Z,loaded,8,
2026-09-09T08:11:19Z,loaded,7,
2026-09-09T08:11:20Z,loaded,7,
2026-09-09T08:11:21Z,loaded,8,
2026-09-09T08:11:22Z,loaded,7,
2026-09-09T08:11:23Z,loaded,7,
2026-09-09T08:11:24Z,loaded,7,
2026-09-09T08:11:25Z,loaded,10,
2026-09-09T08:11:26Z,loaded,8,
2026-09-09T08:11:28Z,loaded,8,
2026-09-09T08:11:29Z,loaded,8,
2026-09-09T08:11:30Z,loaded,8,
2026-09-09T08:11:31Z,loaded,8,
2026-09-09T08:11:32Z,loaded,8,
2026-09-09T08:11:33Z,loaded,8,
2026-09-09T08:11:34Z,loaded,8,
2026-09-09T08:11:35Z,loaded,8,
2026-09-09T08:11:36Z,loaded,8,
2026-09-09T08:11:38Z,loaded,8,
2026-09-09T08:11:39Z,loaded,8,
2026-09-09T08:11:40Z,loaded,8,
2026-09-09T08:11:41Z,loaded,8,
2026-09-09T08:11:42Z,loaded,8,
2026-09-09T08:11:43Z,loaded,7,
2026-09-09T08:11:44Z,loaded,7,
2026-09-09T08:11:45Z,loaded,7,
2026-09-09T08:11:47Z,loaded,7,
2026-09-09T08:11:48Z,loaded,8,
2026-09-09T08:11:49Z,loaded,8,
2026-09-09T08:11:50Z,loaded,8,
2026-09-09T08:11:51Z,loaded,8,
2026-09-09T08:11:52Z,loaded,8,
2026-09-09T08:11:53Z,loaded,7,
2026-09-09T08:11:54Z,loaded,7,
2026-09-09T08:11:55Z,loaded,8,
2026-09-09T08:11:57Z,loaded,6,
2026-09-09T08:11:58Z,loaded,8,
2026-09-09T08:11:59Z,loaded,8,
2026-09-09T08:12:00Z,loaded,6,
2026-09-09T08:12:01Z,loaded,8,
2026-09-09T08:12:02Z,loaded,8,
2026-09-09T08:12:03Z,loaded,8,
2026-09-09T08:12:04Z,loaded,8,
2026-09-09T08:12:05Z,loaded,8,
2026-09-09T08:12:07Z,loaded,8,
2026-09-09T08:12:08Z,loaded,6,
2026-09-09T08:12:09Z,loaded,8,
2026-09-09T08:12:10Z,loaded,7,
2026-09-09T08:12:11Z,loaded,6,
2026-09-09T08:12:12Z,loaded,8,
2026-09-09T08:12:13Z,loaded,8,
2026-09-09T08:12:14Z,loaded,8,
2026-09-09T08:12:16Z,loaded,7,
2026-09-09T08:12:17Z,loaded,8,
2026-09-09T08:12:18Z,loaded,8,
2026-09-09T08:12:19Z,loaded,8,
2026-09-09T08:12:20Z,loaded,8,
2026-09-09T08:12:21Z,loaded,7,
2026-09-09T08:12:22Z,loaded,7,
2026-09-09T08:12:23Z,loaded,8,
2026-09-09T08:12:24Z,loaded,5,
2026-09-09T08:12:26Z,loaded,8,
2026-09-09T08:12:27Z,loaded,8,
2026-09-09T08:12:28Z,loaded,8,
2026-09-09T08:12:29Z,loaded,8,
2026-09-09T08:12:30Z,loaded,8,
2026-09-09T08:12:31Z,loaded,8,
2026-09-09T08:12:32Z,loaded,6,
2026-09-09T08:12:33Z,loaded,7,
2026-09-09T08:12:34Z,loaded,8,
2026-09-09T08:12:36Z,loaded,7,
2026-09-09T08:12:37Z,loaded,8,
2026-09-09T08:12:38Z,loaded,8,
2026-09-09T08:12:39Z,loaded,8,
2026-09-09T08:12:40Z,loaded,8,
2026-09-09T08:12:41Z,loaded,8,
2026-09-09T08:12:42Z,loaded,8,
2026-09-09T08:12:43Z,loaded,7,
2026-09-09T08:12:44Z,loaded,8,
2026-09-09T08:12:46Z,loaded,7,
2026-09-09T08:12:47Z,loaded,8,
2026-09-09T08:12:48Z,loaded,8,
2026-09-09T08:12:49Z,loaded,8,
2026-09-09T08:12:50Z,loaded,8,
2026-09-09T08:12:51Z,loaded,8,
2026-09-09T08:12:52Z,loaded,8,
2026-09-09T08:12:53Z,loaded,8,
2026-09-09T08:12:55Z,loaded,8,
2026-09-09T08:12:56Z,loaded,8,
2026-09-09T08:12:57Z,loaded,8,
2026-09-09T08:12:58Z,loaded,8,
2026-09-09T08:12:59Z,loaded,7,
2026-09-09T08:13:00Z,loaded,7,
2026-09-09T08:13:01Z,loaded,8,
2026-09-09T08:13:02Z,loaded,8,
2026-09-09T08:13:03Z,loaded,8,
2026-09-09T08:13:05Z,loaded,8,
2026-09-09T08:13:06Z,loaded,8,
2026-09-09T08:13:07Z,loaded,8,
2026-09-09T08:13:08Z,loaded,7,
2026-09-09T08:13:09Z,loaded,8,
2026-09-09T08:13:10Z,loaded,7,
2026-09-09T08:13:11Z,loaded,7,
2026-09-09T08:13:12Z,loaded,7,
2026-09-09T08:13:13Z,loaded,8,
2026-09-09T08:13:15Z,loaded,8,
2026-09-09T08:13:16Z,loaded,7,
2026-09-09T08:13:17Z,loaded,8,
2026-09-09T08:13:18Z,loaded,8,
2026-09-09T08:13:19Z,loaded,8,
2026-09-09T08:13:20Z,loaded,7,
2026-09-09T08:13:21Z,loaded,6,
2026-09-09T08:13:22Z,loaded,8,
2026-09-09T08:13:23Z,loaded,8,
2026-09-09T08:13:25Z,loaded,8,
2026-09-09T08:13:26Z,loaded,11,
2026-09-09T08:13:27Z,loaded,8,
2026-09-09T08:13:28Z,loaded,7,
2026-09-09T08:13:29Z,loaded,8,
2026-09-09T08:13:30Z,loaded,8,
2026-09-09T08:13:31Z,loaded,8,
2026-09-09T08:13:32Z,loaded,8,
2026-09-09T08:13:34Z,loaded,8,
2026-09-09T08:13:35Z,loaded,7,
2026-09-09T08:13:36Z,loaded,8,
2026-09-09T08:13:37Z,loaded,7,
2026-09-09T08:13:38Z,loaded,8,
2026-09-09T08:13:39Z,loaded,8,
2026-09-09T08:13:40Z,loaded,8,
2026-09-09T08:13:41Z,loaded,8,
2026-09-09T08:13:42Z,loaded,8,
2026-09-09T08:13:44Z,loaded,7,
2026-09-09T08:13:45Z,loaded,7,
2026-09-09T08:13:46Z,loaded,8,
2026-09-09T08:13:47Z,loaded,8,
2026-09-09T08:13:48Z,loaded,6,
2026-09-09T08:13:49Z,loaded,8,
2026-09-09T08:13:50Z,loaded,8,
2026-09-09T08:13:51Z,loaded,7,
2026-09-09T08:13:52Z,loaded,8,
2026-09-09T08:13:54Z,loaded,7,
2026-09-09T08:13:55Z,loaded,8,
2026-09-09T08:13:56Z,loaded,8,
2026-09-09T08:13:57Z,loaded,7,
2026-09-09T08:13:58Z,loaded,8,
2026-09-09T08:13:59Z,loaded,8,
2026-09-09T08:14:00Z,loaded,6,
2026-09-09T08:14:01Z,loaded,7,
2026-09-09T08:14:03Z,loaded,8,
2026-09-09T08:14:04Z,loaded,8,
2026-09-09T08:14:05Z,loaded,8,
2026-09-09T08:14:06Z,loaded,8,
2026-09-09T08:14:07Z,loaded,8,
2026-09-09T08:14:08Z,loaded,8,
2026-09-09T08:14:09Z,loaded,8,
2026-09-09T08:14:10Z,loaded,7,
2026-09-09T08:14:11Z,loaded,7,
2026-09-09T08:14:13Z,loaded,7,
2026-09-09T08:14:14Z,loaded,7,
2026-09-09T08:14:15Z,loaded,8,
2026-09-09T08:14:16Z,loaded,8,
2026-09-09T08:14:17Z,loaded,8,
2026-09-09T08:14:18Z,loaded,8,
2026-09-09T08:14:19Z,loaded,7,
2026-09-09T08:14:20Z,loaded,8,
2026-09-09T08:14:21Z,loaded,7,
2026-09-09T08:14:23Z,loaded,8,
2026-09-09T08:14:24Z,loaded,7,
2026-09-09T08:14:25Z,loaded,6,
2026-09-09T08:14:26Z,loaded,8,
2026-09-09T08:14:27Z,loaded,8,
2026-09-09T08:14:28Z,loaded,7,
2026-09-09T08:14:29Z,loaded,8,
2026-09-09T08:14:30Z,loaded,8,
2026-09-09T08:14:32Z,loaded,8,
2026-09-09T08:14:33Z,loaded,6,
2026-09-09T08:14:34Z,loaded,8,
2026-09-09T08:14:35Z,loaded,8,
2026-09-09T08:14:36Z,loaded,8,
2026-09-09T08:14:37Z,loaded,7,
2026-09-09T08:14:38Z,loaded,8,
2026-09-09T08:14:39Z,loaded,8,
2026-09-09T08:14:40Z,loaded,8,
2026-09-09T08:14:42Z,loaded,7,
2026-09-09T08:14:43Z,loaded,8,
2026-09-09T08:14:44Z,loaded,8,
2026-09-09T08:14:45Z,loaded,8,
2026-09-09T08:14:46Z,loaded,7,
2026-09-09T08:14:47Z,loaded,7,
2026-09-09T08:14:48Z,loaded,8,
2026-09-09T08:14:49Z,loaded,7,
2026-09-09T08:14:50Z,loaded,8,
2026-09-09T08:14:52Z,loaded,8,
2026-09-09T08:14:53Z,loaded,8,
2026-09-09T08:14:54Z,loaded,7,
2026-09-09T08:14:55Z,loaded,8,
2026-09-09T08:14:56Z,loaded,8,
2026-09-09T08:14:57Z,loaded,8,
2026-09-09T08:14:58Z,loaded,7,
2026-09-09T08:14:59Z,loaded,7,
2026-09-09T08:15:00Z,loaded,7,
2026-09-09T08:15:02Z,loaded,7,
2026-09-09T08:15:03Z,loaded,7,
2026-09-09T08:15:04Z,loaded,8,
2026-09-09T08:15:05Z,loaded,8,
2026-09-09T08:15:06Z,loaded,8,
2026-09-09T08:15:07Z,loaded,8,
2026-09-09T08:15:08Z,loaded,8,
2026-09-09T08:15:09Z,loaded,8,
2026-09-09T08:15:10Z,loaded,8,
2026-09-09T08:15:12Z,loaded,7,
2026-09-09T08:15:13Z,loaded,6,
2026-09-09T08:15:14Z,loaded,8,
2026-09-09T08:15:15Z,loaded,7,
2026-09-09T08:15:16Z,loaded,8,
2026-09-09T08:15:17Z,loaded,8,
2026-09-09T08:15:18Z,loaded,8,
2026-09-09T08:15:19Z,loaded,8,
2026-09-09T08:15:21Z,loaded,8,
2026-09-09T08:15:22Z,loaded,8,
2026-09-09T08:15:23Z,loaded,8,
2026-09-09T08:15:24Z,loaded,8,
2026-09-09T08:15:25Z,loaded,8,
2026-09-09T08:15:26Z,loaded,7,
2026-09-09T08:15:27Z,loaded,8,
2026-09-09T08:15:28Z,loaded,8,
2026-09-09T08:15:29Z,loaded,7,
2026-09-09T08:15:31Z,loaded,8,
2026-09-09T08:15:32Z,loaded,8,
2026-09-09T08:15:33Z,loaded,7,
2026-09-09T08:15:34Z,loaded,7,
2026-09-09T08:15:35Z,loaded,8,
2026-09-09T08:15:36Z,loaded,8,
2026-09-09T08:15:37Z,loaded,8,
2026-09-09T08:15:38Z,loaded,7,
2026-09-09T08:15:39Z,loaded,7,
2026-09-09T08:15:41Z,loaded,7,
2026-09-09T08:15:42Z,loaded,8,
2026-09-09T08:15:43Z,loaded,8,
2026-09-09T08:15:44Z,loaded,8,
2026-09-09T08:15:45Z,loaded,8,
2026-09-09T08:15:46Z,loaded,7,
2026-09-09T08:15:47Z,loaded,7,
2026-09-09T08:15:48Z,loaded,8,
2026-09-09T08:15:49Z,loaded,7,
2026-09-09T08:15:51Z,loaded,6,
2026-09-09T08:15:52Z,loaded,8,
2026-09-09T08:15:53Z,loaded,8,
2026-09-09T08:15:54Z,loaded,7,
2026-09-09T08:15:55Z,loaded,8,
2026-09-09T08:15:56Z,loaded,8,
2026-09-09T08:15:57Z,loaded,8,
2026-09-09T08:15:58Z,loaded,7,
2026-09-09T08:16:00Z,loaded,6,
2026-09-09T08:16:01Z,loaded,8,
2026-09-09T08:16:02Z,loaded,8,
2026-09-09T08:16:03Z,loaded,8,
2026-09-09T08:16:04Z,loaded,8,
2026-09-09T08:16:05Z,loaded,8,
2026-09-09T08:16:06Z,loaded,8,
2026-09-09T08:16:07Z,loaded,8,
2026-09-09T08:16:08Z,loaded,8,
2026-09-09T08:16:10Z,loaded,8,
2026-09-09T08:16:11Z,loaded,7,
2026-09-09T08:16:12Z,loaded,7,
2026-09-09T08:16:13Z,loaded,8,
2026-09-09T08:16:14Z,loaded,8,
2026-09-09T08:16:15Z,loaded,7,
2026-09-09T08:16:16Z,loaded,8,
2026-09-09T08:16:17Z,loaded,8,
2026-09-09T08:16:19Z,loaded,8,
2026-09-09T08:16:20Z,loaded,7,
2026-09-09T08:16:21Z,loaded,8,
2026-09-09T08:16:22Z,loaded,8,
2026-09-09T08:16:23Z,loaded,8,
2026-09-09T08:16:24Z,loaded,7,
2026-09-09T08:16:25Z,loaded,7,
2026-09-09T08:16:26Z,loaded,8,
2026-09-09T08:16:27Z,loaded,8,
2026-09-09T08:16:29Z,loaded,9,
2026-09-09T08:16:30Z,loaded,8,
2026-09-09T08:16:31Z,loaded,8,
2026-09-09T08:16:32Z,loaded,8,
2026-09-09T08:16:33Z,loaded,8,
2026-09-09T08:16:34Z,loaded,8,
2026-09-09T08:16:35Z,loaded,8,
2026-09-09T08:16:36Z,loaded,8,
2026-09-09T08:16:37Z,loaded,8,
2026-09-09T08:16:39Z,loaded,8,
2026-09-09T08:16:40Z,loaded,8,
2026-09-09T08:16:41Z,loaded,8,
2026-09-09T08:16:42Z,loaded,8,
2026-09-09T08:16:43Z,loaded,8,
2026-09-09T08:16:44Z,loaded,8,
2026-09-09T08:16:45Z,loaded,8,
2026-09-09T08:16:46Z,loaded,7,
2026-09-09T08:16:47Z,loaded,7,
2026-09-09T08:16:49Z,loaded,7,
2026-09-09T08:16:50Z,loaded,7,
2026-09-09T08:16:51Z,loaded,7,
2026-09-09T08:16:52Z,loaded,8,
2026-09-09T08:16:53Z,loaded,8,
2026-09-09T08:16:54Z,loaded,7,
2026-09-09T08:16:55Z,loaded,8,
2026-09-09T08:16:56Z,loaded,8,
2026-09-09T08:16:58Z,loaded,8,
2026-09-09T08:16:59Z,loaded,8,
2026-09-09T08:17:00Z,loaded,8,
2026-09-09T08:17:01Z,loaded,7,
2026-09-09T08:17:02Z,loaded,8,
2026-09-09T08:17:03Z,loaded,8,
2026-09-09T08:17:04Z,loaded,7,
2026-09-09T08:17:05Z,loaded,8,
2026-09-09T08:17:06Z,loaded,8,
2026-09-09T08:17:08Z,loaded,8,
2026-09-09T08:17:09Z,loaded,8,
2026-09-09T08:17:10Z,loaded,7,
2026-09-09T08:17:11Z,loaded,8,
2026-09-09T08:17:12Z,loaded,7,
2026-09-09T08:17:13Z,loaded,8,
2026-09-09T08:17:14Z,loaded,7,
2026-09-09T08:17:15Z,loaded,6,
2026-09-09T08:17:16Z,loaded,8,
2026-09-09T08:17:18Z,loaded,8,
2026-09-09T08:17:19Z,loaded,8,
2026-09-09T08:17:20Z,loaded,7,
2026-09-09T08:17:21Z,loaded,8,
2026-09-09T08:17:22Z,loaded,7,
2026-09-09T08:17:23Z,loaded,7,
2026-09-09T08:17:24Z,loaded,8,
2026-09-09T08:17:25Z,loaded,7,
2026-09-09T08:17:26Z,loaded,7,
2026-09-09T08:17:28Z,loaded,8,
2026-09-09T08:17:29Z,loaded,7,
2026-09-09T08:17:30Z,loaded,8,
2026-09-09T08:17:31Z,loaded,8,
2026-09-09T08:17:32Z,loaded,8,
2026-09-09T08:17:33Z,loaded,8,
2026-09-09T08:17:34Z,loaded,7,
2026-09-09T08:17:35Z,loaded,8,
2026-09-09T08:17:37Z,loaded,7,
2026-09-09T08:17:38Z,loaded,7,
2026-09-09T08:17:39Z,loaded,7,
2026-09-09T08:17:40Z,loaded,7,
2026-09-09T08:17:41Z,loaded,8,
2026-09-09T08:17:42Z,loaded,8,
2026-09-09T08:17:43Z,loaded,8,
2026-09-09T08:17:44Z,loaded,8,
2026-09-09T08:17:45Z,loaded,8,
2026-09-09T08:17:47Z,loaded,7,
2026-09-09T08:17:48Z,loaded,7,
2026-09-09T08:17:49Z,loaded,7,
2026-09-09T08:17:50Z,loaded,8,
2026-09-09T08:17:51Z,loaded,8,
2026-09-09T08:17:52Z,loaded,8,
2026-09-09T08:17:53Z,loaded,8,
2026-09-09T08:17:54Z,loaded,8,
2026-09-09T08:17:56Z,loaded,8,
2026-09-09T08:17:57Z,loaded,8,
2026-09-09T08:17:58Z,loaded,8,
2026-09-09T08:17:59Z,loaded,8,
2026-09-09T08:18:00Z,loaded,8,
2026-09-09T08:18:01Z,loaded,6,
2026-09-09T08:18:02Z,loaded,7,
2026-09-09T08:18:03Z,loaded,8,
2026-09-09T08:18:04Z,loaded,8,
2026-09-09T08:18:06Z,loaded,8,
2026-09-09T08:18:07Z,loaded,8,
2026-09-09T08:18:08Z,loaded,8,
2026-09-09T08:18:09Z,loaded,7,
2026-09-09T08:18:10Z,loaded,7,
2026-09-09T08:18:11Z,loaded,8,
2026-09-09T08:18:12Z,loaded,8,
2026-09-09T08:18:13Z,loaded,7,
2026-09-09T08:18:14Z,loaded,7,
2026-09-09T08:18:16Z,loaded,8,
2026-09-09T08:18:17Z,loaded,8,
2026-09-09T08:18:18Z,loaded,8,
2026-09-09T08:18:19Z,loaded,8,
2026-09-09T08:18:20Z,loaded,7,
2026-09-09T08:18:21Z,loaded,7,
2026-09-09T08:18:22Z,loaded,8,
2026-09-09T08:18:23Z,loaded,7,
2026-09-09T08:18:24Z,loaded,8,
2026-09-09T08:18:26Z,loaded,7,
2026-09-09T08:18:27Z,loaded,7,
2026-09-09T08:18:28Z,loaded,7,
2026-09-09T08:18:29Z,loaded,8,
2026-09-09T08:18:30Z,loaded,8,
2026-09-09T08:18:31Z,loaded,8,
2026-09-09T08:18:32Z,loaded,7,
2026-09-09T08:18:33Z,loaded,7,
2026-09-09T08:18:35Z,loaded,8,
2026-09-09T08:18:36Z,loaded,8,
2026-09-09T08:18:37Z,loaded,8,
2026-09-09T08:18:38Z,loaded,7,
2026-09-09T08:18:39Z,loaded,7,
2026-09-09T08:18:40Z,loaded,8,
2026-09-09T08:18:41Z,loaded,8,
2026-09-09T08:18:42Z,loaded,8,
2026-09-09T08:18:43Z,loaded,8,
2026-09-09T08:18:45Z,loaded,8,
2026-09-09T08:18:46Z,loaded,7,
2026-09-09T08:18:47Z,loaded,7,
2026-09-09T08:18:48Z,loaded,8,
2026-09-09T08:18:49Z,loaded,8,
2026-09-09T08:18:50Z,loaded,7,
2026-09-09T08:18:51Z,loaded,6,
2026-09-09T08:18:52Z,loaded,7,
2026-09-09T08:18:54Z,loaded,8,
2026-09-09T08:18:55Z,loaded,8,
2026-09-09T08:18:56Z,loaded,8,
2026-09-09T08:18:57Z,loaded,8,
2026-09-09T08:18:58Z,loaded,7,
2026-09-09T08:18:59Z,loaded,8,
2026-09-09T08:19:00Z,loaded,8,
2026-09-09T08:19:01Z,loaded,7,
2026-09-09T08:19:02Z,loaded,7,
2026-09-09T08:19:04Z,loaded,7,
2026-09-09T08:19:05Z,loaded,7,
2026-09-09T08:19:06Z,loaded,8,
2026-09-09T08:19:07Z,loaded,8,
2026-09-09T08:19:08Z,loaded,8,
2026-09-09T08:19:09Z,loaded,8,
2026-09-09T08:19:10Z,loaded,8,
2026-09-09T08:19:11Z,loaded,8,
2026-09-09T08:19:13Z,loaded,8,
2026-09-09T08:19:14Z,loaded,8,
2026-09-09T08:19:15Z,loaded,7,
2026-09-09T08:19:16Z,loaded,7,
2026-09-09T08:19:17Z,loaded,7,
2026-09-09T08:19:18Z,loaded,8,
2026-09-09T08:19:19Z,loaded,8,
2026-09-09T08:19:20Z,loaded,8,
2026-09-09T08:19:21Z,loaded,8,
2026-09-09T08:19:22Z,loaded,8,
2026-09-09T08:19:24Z,loaded,7,
2026-09-09T08:19:25Z,loaded,7,
2026-09-09T08:19:26Z,loaded,7,
2026-09-09T08:19:27Z,loaded,8,
2026-09-09T08:19:28Z,loaded,7,
2026-09-09T08:19:29Z,loaded,8,
2026-09-09T08:19:30Z,loaded,8,
2026-09-09T08:19:31Z,loaded,8,
2026-09-09T08:19:33Z,loaded,8,
2026-09-09T08:19:34Z,loaded,8,
2026-09-09T08:19:35Z,loaded,7,
2026-09-09T08:19:36Z,loaded,7,
2026-09-09T08:19:37Z,loaded,8,
2026-09-09T08:19:38Z,loaded,7,
2026-09-09T08:19:39Z,loaded,8,
2026-09-09T08:19:40Z,loaded,7,
2026-09-09T08:19:41Z,loaded,7,
2026-09-09T08:19:43Z,loaded,7,
2026-09-09T08:19:44Z,loaded,8,
2026-09-09T08:19:45Z,loaded,8,
2026-09-09T08:19:46Z,loaded,8,
2026-09-09T08:19:47Z,loaded,7,
2026-09-09T08:19:48Z,loaded,8,
2026-09-09T08:19:49Z,loaded,8,
2026-09-09T08:19:50Z,loaded,8,
2026-09-09T08:19:51Z,loaded,7,
2026-09-09T08:19:53Z,loaded,6,
2026-09-09T08:19:54Z,loaded,8,
2026-09-09T08:19:55Z,loaded,8,
2026-09-09T08:19:56Z,loaded,8,
2026-09-09T08:19:57Z,loaded,8,
2026-09-09T08:19:58Z,loaded,8,
2026-09-09T08:19:59Z,loaded,8,
2026-09-09T08:20:00Z,loaded,6,
2026-09-09T08:20:02Z,loaded,8,
2026-09-09T08:20:03Z,loaded,8,
2026-09-09T08:20:04Z,loaded,6,
2026-09-09T08:20:05Z,loaded,7,
2026-09-09T08:20:06Z,loaded,10,
2026-09-09T08:20:07Z,loaded,8,
2026-09-09T08:20:08Z,loaded,8,
2026-09-09T08:20:09Z,loaded,8,
2026-09-09T08:20:10Z,loaded,8,
2026-09-09T08:20:12Z,loaded,7,
2026-09-09T08:20:13Z,loaded,7,
2026-09-09T08:20:14Z,loaded,8,
2026-09-09T08:20:15Z,loaded,8,
2026-09-09T08:20:16Z,loaded,7,
2026-09-09T08:20:17Z,loaded,6,
2026-09-09T08:20:18Z,loaded,8,
2026-09-09T08:20:19Z,loaded,7,
2026-09-09T08:20:21Z,loaded,8,
2026-09-09T08:20:22Z,loaded,8,
2026-09-09T08:20:23Z,loaded,8,
2026-09-09T08:20:24Z,loaded,8,
2026-09-09T08:20:25Z,loaded,8,
2026-09-09T08:20:26Z,loaded,8,
2026-09-09T08:20:27Z,loaded,8,
2026-09-09T08:20:28Z,loaded,8,
2026-09-09T08:20:29Z,loaded,8,
2026-09-09T08:20:31Z,loaded,8,
2026-09-09T08:20:32Z,loaded,8,
2026-09-09T08:20:33Z,loaded,7,
2026-09-09T08:20:34Z,loaded,7,
2026-09-09T08:20:35Z,loaded,8,
2026-09-09T08:20:36Z,loaded,8,
2026-09-09T08:20:37Z,loaded,7,
2026-09-09T08:20:38Z,loaded,6,
2026-09-09T08:20:40Z,loaded,8,
2026-09-09T08:20:41Z,loaded,10,
2026-09-09T08:20:42Z,loaded,8,
2026-09-09T08:20:43Z,loaded,8,
2026-09-09T08:20:44Z,loaded,8,
2026-09-09T08:20:45Z,loaded,8,
2026-09-09T08:20:46Z,loaded,8,
2026-09-09T08:20:47Z,loaded,8,
2026-09-09T08:20:48Z,loaded,7,
2026-09-09T08:20:50Z,loaded,7,
2026-09-09T08:20:51Z,loaded,8,
2026-09-09T08:20:52Z,loaded,6,
2026-09-09T08:20:53Z,loaded,8,
2026-09-09T08:20:54Z,loaded,8,
2026-09-09T08:20:55Z,loaded,8,
2026-09-09T08:20:56Z,loaded,8,
2026-09-09T08:20:57Z,loaded,8,
2026-09-09T08:20:58Z,loaded,8,
2026-09-09T08:21:00Z,loaded,7,
2026-09-09T08:21:01Z,loaded,8,
2026-09-09T08:21:02Z,loaded,7,
2026-09-09T08:21:03Z,loaded,8,
2026-09-09T08:21:04Z,loaded,7,
2026-09-09T08:21:05Z,loaded,8,
2026-09-09T08:21:06Z,loaded,8,
2026-09-09T08:21:07Z,loaded,8,
2026-09-09T08:21:09Z,loaded,7,
2026-09-09T08:21:10Z,loaded,8,
2026-09-09T08:21:11Z,loaded,8,
2026-09-09T08:21:12Z,loaded,8,
2026-09-09T08:21:13Z,loaded,7,
2026-09-09T08:21:14Z,loaded,7,
2026-09-09T08:21:15Z,loaded,8,
2026-09-09T08:21:16Z,loaded,6,
2026-09-09T08:21:17Z,loaded,8,
2026-09-09T08:21:19Z,loaded,8,
2026-09-09T08:21:20Z,loaded,8,
2026-09-09T08:21:21Z,loaded,7,
2026-09-09T08:21:22Z,loaded,7,
2026-09-09T08:21:23Z,loaded,8,
2026-09-09T08:21:24Z,loaded,7,
2026-09-09T08:21:25Z,loaded,7,
2026-09-09T08:21:26Z,loaded,7,
2026-09-09T08:21:28Z,loaded,6,
2026-09-09T08:21:29Z,loaded,8,
2026-09-09T08:21:30Z,loaded,8,
2026-09-09T08:21:31Z,loaded,8,
2026-09-09T08:21:32Z,loaded,8,
2026-09-09T08:21:33Z,loaded,8,
2026-09-09T08:21:34Z,loaded,8,
2026-09-09T08:21:35Z,loaded,7,
2026-09-09T08:21:36Z,loaded,8,
2026-09-09T08:21:38Z,loaded,8,
2026-09-09T08:21:39Z,loaded,8,
2026-09-09T08:21:40Z,loaded,8,
2026-09-09T08:21:41Z,loaded,8,
2026-09-09T08:21:42Z,loaded,8,
2026-09-09T08:21:43Z,loaded,8,
2026-09-09T08:21:44Z,loaded,8,
2026-09-09T08:21:45Z,loaded,8,
2026-09-09T08:21:47Z,loaded,7,
2026-09-09T08:21:48Z,loaded,7,
2026-09-09T08:21:49Z,loaded,7,
2026-09-09T08:21:50Z,loaded,8,
2026-09-09T08:21:51Z,loaded,7,
2026-09-09T08:21:52Z,loaded,6,
2026-09-09T08:21:53Z,loaded,8,
2026-09-09T08:21:54Z,loaded,8,
2026-09-09T08:21:55Z,loaded,8,
2026-09-09T08:21:57Z,loaded,7,
2026-09-09T08:21:58Z,loaded,8,
